"nama_lengkap","gender","age","length_service","absent_hour","distribution_centers_id","distribution_centers_name","latitude","longitude","jumlah_produk"
"Stewart Arlene","F","37.59499364","3.568045372","34.20536624",9,"Charleston SC","32.7833","-79.9333","2719"
"Stjohn Russell","M","36.10331992","8.359127543","25.727627",9,"Charleston SC","32.7833","-79.9333","2719"
"Stone Tamika","F","41.5298677","2.498146982","80.07137939",9,"Charleston SC","32.7833","-79.9333","2719"
"Strauss Michael","M","67.3612804","5.139659839","150.3511465",9,"Charleston SC","32.7833","-79.9333","2719"
"Styles Betty","F","40.90514694","4.679957125","70.02422326",9,"Charleston SC","32.7833","-79.9333","2719"
"Sullivan Nolan","M","43.21244309","6.879570324","114.4509883",9,"Charleston SC","32.7833","-79.9333","2719"
"Sullivan Rhonda","F","52.3579084","3.019327908","137.6460759",9,"Charleston SC","32.7833","-79.9333","2719"
"Sullivan Rosa","F","41.06940619","6.254527442","57.13807242",9,"Charleston SC","32.7833","-79.9333","2719"
"Swindler Deborah","F","32.51536171","5.392048674","33.32181613",9,"Charleston SC","32.7833","-79.9333","2719"
"Tamayo Jordan","F","31.29661938","4.069006486","23.90294777",9,"Charleston SC","32.7833","-79.9333","2719"
"Tanner Jose","M","24.52872737","5.734409234","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Tarr Paul","M","43.23654924","7.520986639","56.56555759",9,"Charleston SC","32.7833","-79.9333","2719"
"Taylor Jennifer","F","50.41475845","4.53515803","44.65787986",9,"Charleston SC","32.7833","-79.9333","2719"
"Taylor Patricia","F","47.13878893","3.504164252","85.36656896",9,"Charleston SC","32.7833","-79.9333","2719"
"Taylor Richard","M","37.55022868","4.570568303","59.05285151",9,"Charleston SC","32.7833","-79.9333","2719"
"Tejada Jesus","M","47.02732713","6.068107748","16.65198428",9,"Charleston SC","32.7833","-79.9333","2719"
"Terry Charles","M","58.47953911","4.715019859","142.5374777",9,"Charleston SC","32.7833","-79.9333","2719"
"Thomas Melissa","F","46.07843264","3.987730842","50.04313692",9,"Charleston SC","32.7833","-79.9333","2719"
"Thomas Robert","M","39.38972505","6.685379502","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Thomas Robin","F","29.45680416","3.839321989","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Thomason Sonya","F","38.04819746","4.071003139","49.19325262",9,"Charleston SC","32.7833","-79.9333","2719"
"Thompson Robert","M","45.50432809","6.19038008","12.77039167",9,"Charleston SC","32.7833","-79.9333","2719"
"Thompson Shannon","M","36.72942311","5.912456462","55.5430387",9,"Charleston SC","32.7833","-79.9333","2719"
"Thompson Terri","F","36.01422005","6.244563375","27.68959847",9,"Charleston SC","32.7833","-79.9333","2719"
"Thompson Thomas","M","41.7354221","5.56653798","85.65255735",9,"Charleston SC","32.7833","-79.9333","2719"
"Tibbetts Esther","F","44.27978727","2.6096951","56.50237888",9,"Charleston SC","32.7833","-79.9333","2719"
"Tidwell Mary","F","22.68696748","2.770075447","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Tobias Ronald","M","48.89303526","5.151273426","69.98255781",9,"Charleston SC","32.7833","-79.9333","2719"
"Todd Michele","F","16.92093664","4.079128068","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Tolliver Gary","M","33.62919905","2.670997132","15.49362738",9,"Charleston SC","32.7833","-79.9333","2719"
"Tomlin Bessie","F","24.77787978","4.810891378","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Tomlin Iris","F","29.74391219","5.439018776","47.09708109",9,"Charleston SC","32.7833","-79.9333","2719"
"Tomlinson Chelsea","F","42.62135301","4.938215177","74.38386077",9,"Charleston SC","32.7833","-79.9333","2719"
"Toner Anthony","M","41.259602","5.169783488","71.32403275",9,"Charleston SC","32.7833","-79.9333","2719"
"Trisler Lisa","F","40.65381785","6.310698897","80.60378373",9,"Charleston SC","32.7833","-79.9333","2719"
"Troyer Michael","M","60.71616949","4.092744554","154.3610575",9,"Charleston SC","32.7833","-79.9333","2719"
"Tucker Ken","M","37.04554454","5.218341118","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Turk James","M","38.38260746","5.242377755","47.48708979",9,"Charleston SC","32.7833","-79.9333","2719"
"Turner Darius","M","42.97942173","5.996912931","34.38807778",9,"Charleston SC","32.7833","-79.9333","2719"
"Turner Robert","M","37.74238941","5.388619589","30.81552612",9,"Charleston SC","32.7833","-79.9333","2719"
"Turner Stephen","M","62.05182058","5.473604647","152.6467667",9,"Charleston SC","32.7833","-79.9333","2719"
"Tyler Danielle","F","52.31504496","3.104658554","130.3102692",9,"Charleston SC","32.7833","-79.9333","2719"
"Underwood Maria","F","46.55817007","4.28995068","88.0565467",9,"Charleston SC","32.7833","-79.9333","2719"
"Valdez Carla","F","48.51499005","4.496528083","129.1444431",9,"Charleston SC","32.7833","-79.9333","2719"
"Valdez Gabriela","F","61.3978081","2.771944271","159.968214",9,"Charleston SC","32.7833","-79.9333","2719"
"Valdez Ryan","M","38.93269742","6.43060882","9.829652156",9,"Charleston SC","32.7833","-79.9333","2719"
"Valentin Brady","M","42.86685149","3.231720964","71.80600638",9,"Charleston SC","32.7833","-79.9333","2719"
"Vasquez David","M","45.14499953","3.163193003","76.15138117",9,"Charleston SC","32.7833","-79.9333","2719"
"Vassallo Kim","F","32.37173673","2.560148976","3.948609502",9,"Charleston SC","32.7833","-79.9333","2719"
"Vaughn Margaret","F","40.11655222","7.075704243","85.99842424",9,"Charleston SC","32.7833","-79.9333","2719"
"Vaughn Robert","M","32.50307819","4.664330299","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Vega Charles","M","42.56990311","4.736646181","19.187418",9,"Charleston SC","32.7833","-79.9333","2719"
"Veilleux Timothy","M","24.29599639","4.278633209","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Velez Lori","F","50.29067228","3.194487001","128.5198368",9,"Charleston SC","32.7833","-79.9333","2719"
"Velez Victor","M","31.62646158","6.003413788","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Venable Audrey","F","30.65743854","5.855635689","8.363702818",9,"Charleston SC","32.7833","-79.9333","2719"
"Venuti Theresa","F","35.88800246","4.594310799","54.35335171",9,"Charleston SC","32.7833","-79.9333","2719"
"Vereen Kurt","M","43.70231207","5.097371273","73.26599206",9,"Charleston SC","32.7833","-79.9333","2719"
"Vice Charles","M","46.96922259","6.130459596","113.9893242",9,"Charleston SC","32.7833","-79.9333","2719"
"Vidrine Harold","M","66.06890246","4.235105015","223.778841",9,"Charleston SC","32.7833","-79.9333","2719"
"Vinson Robert","M","30.69981701","7.414389481","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Wade Sarah","F","62.16409429","6.679193936","198.5417458",9,"Charleston SC","32.7833","-79.9333","2719"
"Walker John","M","56.34884381","4.570493385","147.6430299",9,"Charleston SC","32.7833","-79.9333","2719"
"Walker Judy","F","30.98768031","3.69513229","40.48006498",9,"Charleston SC","32.7833","-79.9333","2719"
"Walker Nora","F","46.53708033","5.849970489","104.8291871",9,"Charleston SC","32.7833","-79.9333","2719"
"Wallace Josephine","F","20.99393879","4.207864657","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Walter Heather","F","54.82758899","4.885595913","127.035419",9,"Charleston SC","32.7833","-79.9333","2719"
"Walther Kendra","F","22.73921286","6.035442024","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Wann Amy","F","35.11682533","5.865363012","12.10318321",9,"Charleston SC","32.7833","-79.9333","2719"
"Ward Kevin","M","49.42444307","2.531512595","98.06692772",9,"Charleston SC","32.7833","-79.9333","2719"
"Washington Nicolle","F","42.78234707","6.047182956","65.84446051",9,"Charleston SC","32.7833","-79.9333","2719"
"Watson Joel","M","44.25725204","6.39810516","47.27878895",9,"Charleston SC","32.7833","-79.9333","2719"
"Watson John","M","46.15324021","3.659387279","71.09417357",9,"Charleston SC","32.7833","-79.9333","2719"
"Welch Teresa","F","39.07670833","3.177836068","56.93252267",9,"Charleston SC","32.7833","-79.9333","2719"
"Wesson Raymond","M","49.17154746","1.903875293","120.7721258",9,"Charleston SC","32.7833","-79.9333","2719"
"West Lucia","F","44.14004736","4.123063395","88.25214015",9,"Charleston SC","32.7833","-79.9333","2719"
"Westling Wm","M","32.22531438","4.033485935","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Weston Ronald","M","33.23015822","2.723717341","0",9,"Charleston SC","32.7833","-79.9333","2719"
"White Marsha","F","43.73427016","5.292597217","71.95536371",9,"Charleston SC","32.7833","-79.9333","2719"
"Whitehead Diana","F","41.33208251","5.318837248","92.5622252",9,"Charleston SC","32.7833","-79.9333","2719"
"Whitehead Diana","F","46.36469093","4.491675674","95.08477222",9,"Charleston SC","32.7833","-79.9333","2719"
"Wickstrom Julian","M","31.68320911","6.426564681","10.76913732",9,"Charleston SC","32.7833","-79.9333","2719"
"Widger Michael","M","35.62637083","4.861416283","36.98346499",9,"Charleston SC","32.7833","-79.9333","2719"
"Williams Alfred","M","50.40926179","7.344562025","143.8292369",9,"Charleston SC","32.7833","-79.9333","2719"
"Williams Alvin","M","44.78938235","6.395308518","53.87287504",9,"Charleston SC","32.7833","-79.9333","2719"
"Williams Daniel","M","35.15622596","5.427765132","22.04268247",9,"Charleston SC","32.7833","-79.9333","2719"
"Williams Linda","F","33.7602661","3.333939659","52.05988808",9,"Charleston SC","32.7833","-79.9333","2719"
"Williams Logan","M","57.56284225","4.736563967","135.8388096",9,"Charleston SC","32.7833","-79.9333","2719"
"Williams Marc","M","35.63305351","5.418103087","73.19343371",9,"Charleston SC","32.7833","-79.9333","2719"
"Williams Ronald","M","33.21809474","5.201013627","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Williams Tina","F","49.02542375","3.18901337","73.08539098",9,"Charleston SC","32.7833","-79.9333","2719"
"Williamson Kathleen","F","50.69798824","3.967755575","107.7756323",9,"Charleston SC","32.7833","-79.9333","2719"
"Willoughby Jessica","F","59.12769788","6.512623544","164.7427193",9,"Charleston SC","32.7833","-79.9333","2719"
"Wilson Millard","M","49.55251637","3.232923158","100.3996135",9,"Charleston SC","32.7833","-79.9333","2719"
"Wilson Sandra","F","36.74729894","5.356670964","16.45913152",9,"Charleston SC","32.7833","-79.9333","2719"
"Wingfield John","M","32.93947678","4.942597704","0",9,"Charleston SC","32.7833","-79.9333","2719"
"Witt Francisco","M","58.26129461","5.233502804","132.1989772",9,"Charleston SC","32.7833","-79.9333","2719"
"Wood Katie","F","52.93223458","4.998280745","139.4244662",9,"Charleston SC","32.7833","-79.9333","2719"
"Wood Steven","M","40.39860383","2.808310225","45.46391554",9,"Charleston SC","32.7833","-79.9333","2719"
"Wright Joseph","M","44.85387209","4.574798217","55.18043958",9,"Charleston SC","32.7833","-79.9333","2719"
"Wynter Kelly","F","41.04255181","5.000141163","67.01724222",9,"Charleston SC","32.7833","-79.9333","2719"
"Xiong Robin","F","45.73381789","5.578716788","142.901647",9,"Charleston SC","32.7833","-79.9333","2719"
"Yokoyama Jorge","M","61.03372746","2.429702833","181.0606009",9,"Charleston SC","32.7833","-79.9333","2719"
"Young Gabriel","M","35.94121733","4.742153228","49.32026577",9,"Charleston SC","32.7833","-79.9333","2719"
"Yount Deborah","F","53.86741446","5.412244929","120.0497286",9,"Charleston SC","32.7833","-79.9333","2719"
"Zamora Elaine","F","34.54041774","4.152932565","15.68954941",9,"Charleston SC","32.7833","-79.9333","2719"
"Zapata Carmela","F","37.06095372","5.43102358","51.54973735",9,"Charleston SC","32.7833","-79.9333","2719"
"Ziemba Heather","F","40.15868187","4.526874007","74.19014187",9,"Charleston SC","32.7833","-79.9333","2719"
"Ackerman Carrie","F","43.2858","21.122314","30.99399888",10,"Savannah GA","32.0167","-81.1167","1881"
"Acosta Douglas","M","45.74878589","5.973674687","34.76286615",10,"Savannah GA","32.0167","-81.1167","1881"
"Aiello Arthur","M","41.15903602","4.863688149","49.99142176",10,"Savannah GA","32.0167","-81.1167","1881"
"Ainsworth James","M","48.58518168","1.606092757","44.22045406",10,"Savannah GA","32.0167","-81.1167","1881"
"Allen Winnie","F","48.29611872","3.584038643","77.95389827",10,"Savannah GA","32.0167","-81.1167","1881"
"Allison Connie","F","51.60595642","3.9855896","88.91127783",10,"Savannah GA","32.0167","-81.1167","1881"
"Amos Lynne","F","39.67175897","6.125447296","48.99671878",10,"Savannah GA","32.0167","-81.1167","1881"
"Anderson Bruce","M","49.09344329","5.660071351","36.21063688",10,"Savannah GA","32.0167","-81.1167","1881"
"Anderson Michelle","F","38.47907649","7.808053702","43.27307889",10,"Savannah GA","32.0167","-81.1167","1881"
"Anderson Tammy","F","44.45531192","4.844762517","102.4099509",10,"Savannah GA","32.0167","-81.1167","1881"
"Andre Brandon","M","38.63949645","5.045820416","84.01411475",10,"Savannah GA","32.0167","-81.1167","1881"
"Andrews Sergio","M","52.68017","16.879339","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Angeles Jeanette","F","35.79275212","6.228046142","22.39101737",10,"Savannah GA","32.0167","-81.1167","1881"
"Applewhite Andrea","M","53.67705972","6.936428084","144.6682466",10,"Savannah GA","32.0167","-81.1167","1881"
"Ard Heather","F","39.63975294","5.397919964","33.06572753",10,"Savannah GA","32.0167","-81.1167","1881"
"Armstrong Alan","M","55.95407957","8.001088252","133.5536216",10,"Savannah GA","32.0167","-81.1167","1881"
"Armstrong Nancy","F","40.75362676","3.926861929","107.5016423",10,"Savannah GA","32.0167","-81.1167","1881"
"Arnold Amber","F","54.67226","13.551033","34.26672746",10,"Savannah GA","32.0167","-81.1167","1881"
"Arnold James","M","43.89473682","1.834709562","51.49071223",10,"Savannah GA","32.0167","-81.1167","1881"
"Aron Geraldine","F","57.81088713","6.859244429","134.8852288",10,"Savannah GA","32.0167","-81.1167","1881"
"Arroyo Tonja","F","54.53716937","4.029903598","100.0043326",10,"Savannah GA","32.0167","-81.1167","1881"
"Arsenault Rebecca","F","43.96063559","3.940692227","71.61214332",10,"Savannah GA","32.0167","-81.1167","1881"
"Artrip Dana","F","40.59140822","5.682989829","13.61935121",10,"Savannah GA","32.0167","-81.1167","1881"
"Ashmore Louise","F","42.72785711","5.274677588","82.7299328",10,"Savannah GA","32.0167","-81.1167","1881"
"Bailey Tommy","M","43.98958416","3.246994766","47.74070514",10,"Savannah GA","32.0167","-81.1167","1881"
"Baker Shirley","F","41.58000053","4.473920372","23.31963612",10,"Savannah GA","32.0167","-81.1167","1881"
"Baldwin Alan","M","54.69030271","6.764246781","142.2845779",10,"Savannah GA","32.0167","-81.1167","1881"
"Baldwin Bradley","M","50.00026543","1.257585327","81.70653981",10,"Savannah GA","32.0167","-81.1167","1881"
"Baldwin Joseph","M","48.68781253","5.033106865","43.07967384",10,"Savannah GA","32.0167","-81.1167","1881"
"Barber Steven","M","29.36997604","5.373955922","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Barclay Martha","F","40.23997031","5.494153584","67.7167507",10,"Savannah GA","32.0167","-81.1167","1881"
"Barnett Marcus","M","33.76114925","6.618054368","17.64889653",10,"Savannah GA","32.0167","-81.1167","1881"
"Barr Karen","F","48.95189544","4.890726252","68.67046894",10,"Savannah GA","32.0167","-81.1167","1881"
"Barrera Louis","M","44.91747218","5.124156189","54.53693161",10,"Savannah GA","32.0167","-81.1167","1881"
"Barrientez Xavier","M","38.65612904","4.986305222","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Barriga Kevin","M","34.84131999","4.637531308","48.62597394",10,"Savannah GA","32.0167","-81.1167","1881"
"Barron Elfreda","F","48.7381209","1.600128421","86.36432072",10,"Savannah GA","32.0167","-81.1167","1881"
"Barron Marilyn","F","41.20774498","0.940309644","37.4697262",10,"Savannah GA","32.0167","-81.1167","1881"
"Basham Rodney","M","35.64786032","2.361884064","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Bates Charles","M","54.04930086","4.060790515","121.4480075",10,"Savannah GA","32.0167","-81.1167","1881"
"Bates Johnie","M","50.84033772","7.45635683","96.63583124",10,"Savannah GA","32.0167","-81.1167","1881"
"Beadles Bessie","F","26.10934426","4.341950445","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Beard Brenda","F","48.30240335","4.688793444","95.1032584",10,"Savannah GA","32.0167","-81.1167","1881"
"Beard Robert","M","39.85398","13.848321","30.66440832",10,"Savannah GA","32.0167","-81.1167","1881"
"Beckham Joan","F","29.71087957","4.37440718","5.280589517",10,"Savannah GA","32.0167","-81.1167","1881"
"Becton Grace","F","40.11547003","6.515628856","5.291085242",10,"Savannah GA","32.0167","-81.1167","1881"
"Beech Sandra","F","50.82895001","4.671381209","118.1561394",10,"Savannah GA","32.0167","-81.1167","1881"
"Behrendt Margaret","F","54.98813209","4.123170282","104.7672106",10,"Savannah GA","32.0167","-81.1167","1881"
"Belliveau Tina","F","33.403431","3.959062909","46.92397933",10,"Savannah GA","32.0167","-81.1167","1881"
"Bennett Roger","M","46.27712844","3.617729958","81.01487387",10,"Savannah GA","32.0167","-81.1167","1881"
"Benton Tina","F","13.94036223","5.015194604","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Berry Clarence","M","18.20472039","3.075113714","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Berry Victoria","F","64.26799614","4.35872978","188.2634875",10,"Savannah GA","32.0167","-81.1167","1881"
"Berumen Ivan","M","50.84707967","3.358377905","94.62907008",10,"Savannah GA","32.0167","-81.1167","1881"
"Biddle Clarence","M","48.22353712","4.085838161","77.27283178",10,"Savannah GA","32.0167","-81.1167","1881"
"Bilbrey Anne","F","46.09438764","6.024276658","48.89493211",10,"Savannah GA","32.0167","-81.1167","1881"
"Bishop Laura","F","62.54500434","2.629827748","184.514068",10,"Savannah GA","32.0167","-81.1167","1881"
"Bishop William","M","42.62917386","3.01068936","68.31008942",10,"Savannah GA","32.0167","-81.1167","1881"
"Bisson Claude","M","52.92462261","2.435973227","68.97765802",10,"Savannah GA","32.0167","-81.1167","1881"
"Bixler Teresa","F","38.27023503","5.395867494","32.96075469",10,"Savannah GA","32.0167","-81.1167","1881"
"Blackmon Barbara","F","32.91505935","5.78534563","55.03680209",10,"Savannah GA","32.0167","-81.1167","1881"
"Blair Alma","F","37.74792995","3.465722713","64.41524955",10,"Savannah GA","32.0167","-81.1167","1881"
"Blakely Andrew","M","40.25429705","7.733221723","68.65405221",10,"Savannah GA","32.0167","-81.1167","1881"
"Blumer William","M","45.84698099","3.684135703","46.21297297",10,"Savannah GA","32.0167","-81.1167","1881"
"Bonner Gerald","M","46.72161222","2.115039532","109.3879884",10,"Savannah GA","32.0167","-81.1167","1881"
"Bourbeau Barbra","F","45.93177115","6.044299046","64.48340278",10,"Savannah GA","32.0167","-81.1167","1881"
"Bowling Rick","M","20.06969018","4.493386684","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Boyd Arthur","M","25.28773685","5.814557574","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Boyd Myrtle","F","37.00724667","5.672164193","24.93378302",10,"Savannah GA","32.0167","-81.1167","1881"
"Boyle Gregory","M","51.7704663","3.536024326","108.6320078",10,"Savannah GA","32.0167","-81.1167","1881"
"Bradley Kenneth","M","48.83205173","5.789220844","103.7199879",10,"Savannah GA","32.0167","-81.1167","1881"
"Brantley Pat","F","34.78695547","5.994043435","16.52633766",10,"Savannah GA","32.0167","-81.1167","1881"
"Braswell Danny","M","20.96957303","2.319348332","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Brigance Judith","F","47.98708186","4.10519043","79.60652912",10,"Savannah GA","32.0167","-81.1167","1881"
"Brito Felicia","F","47.18492362","5.045599633","79.6726664",10,"Savannah GA","32.0167","-81.1167","1881"
"Brown Betty","F","32.65562799","4.03816512","2.728749728",10,"Savannah GA","32.0167","-81.1167","1881"
"Brown Charles","M","51.64602231","6.501639908","116.1556376",10,"Savannah GA","32.0167","-81.1167","1881"
"Brown Danae","F","59.78169582","6.589484481","155.7149311",10,"Savannah GA","32.0167","-81.1167","1881"
"Brown Eric","M","29.11713391","3.677404903","0.447337351",10,"Savannah GA","32.0167","-81.1167","1881"
"Brown John","M","51.69893967","5.777711855","63.84667703",10,"Savannah GA","32.0167","-81.1167","1881"
"Brown Josephine","F","25.33185245","2.740613702","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Brown Lita","F","38.70581059","3.319681985","84.70062646",10,"Savannah GA","32.0167","-81.1167","1881"
"Brown Todd","M","28.43711043","6.189086428","5.934200209",10,"Savannah GA","32.0167","-81.1167","1881"
"Brown Walter","M","47.95776637","5.27979501","95.35845861",10,"Savannah GA","32.0167","-81.1167","1881"
"Brownlee Barton","M","44.84868917","3.398016275","53.16838061",10,"Savannah GA","32.0167","-81.1167","1881"
"Bruce Terrell","M","30.25183812","5.572541555","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Brunner Robert","M","34.73558979","4.957223682","9.817410318",10,"Savannah GA","32.0167","-81.1167","1881"
"Bruns John","M","44.29235127","5.691204109","136.8039118",10,"Savannah GA","32.0167","-81.1167","1881"
"Bryant Shawn","M","30.95600805","5.036326953","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Buchanan Eileen","F","42.17522971","4.326717239","64.50912394",10,"Savannah GA","32.0167","-81.1167","1881"
"Burchard Michael","M","36.70825164","4.350826745","38.5006215",10,"Savannah GA","32.0167","-81.1167","1881"
"Burke Stephanie","F","38.23595633","4.56177574","86.85986309",10,"Savannah GA","32.0167","-81.1167","1881"
"Burt Romona","F","45.78917706","3.258740702","118.7051359",10,"Savannah GA","32.0167","-81.1167","1881"
"Burton Stella","F","46.28528634","3.727928211","81.19967946",10,"Savannah GA","32.0167","-81.1167","1881"
"Butler Erica","F","51.70957668","5.470366052","114.8058997",10,"Savannah GA","32.0167","-81.1167","1881"
"Butts Dorothy","F","47.77835421","5.272481733","105.9587764",10,"Savannah GA","32.0167","-81.1167","1881"
"Byfield John","M","51.3110595","5.508717382","97.28755314",10,"Savannah GA","32.0167","-81.1167","1881"
"Cable Mary","F","44.56695628","5.106919513","79.26069423",10,"Savannah GA","32.0167","-81.1167","1881"
"Calhoun Juan","M","35.80111381","3.685881771","37.96164708",10,"Savannah GA","32.0167","-81.1167","1881"
"Campbell Glenn","M","45.02540049","2.672853913","53.78651459",10,"Savannah GA","32.0167","-81.1167","1881"
"Campbell Jennifer","F","35.62894607","3.844000355","1.122233205",10,"Savannah GA","32.0167","-81.1167","1881"
"Canales Maria","F","37.59139333","6.41830137","39.71137016",10,"Savannah GA","32.0167","-81.1167","1881"
"Canfield John","M","53.62376455","4.963712599","135.1265811",10,"Savannah GA","32.0167","-81.1167","1881"
"Cano Michael","M","44.28829771","3.400019336","96.86668964",10,"Savannah GA","32.0167","-81.1167","1881"
"Cantrell Frank","M","45.50668028","4.945447619","74.11984622",10,"Savannah GA","32.0167","-81.1167","1881"
"Carbaugh Douglas","M","40.40774362","5.240293714","45.75532213",10,"Savannah GA","32.0167","-81.1167","1881"
"Cardenas John","M","49.01467989","5.327324249","120.2007516",10,"Savannah GA","32.0167","-81.1167","1881"
"Carlos Angie","F","57.17988345","5.452142204","186.9147685",10,"Savannah GA","32.0167","-81.1167","1881"
"Carlyle Sonia","F","49.53205443","6.864323598","91.39323707",10,"Savannah GA","32.0167","-81.1167","1881"
"Carpenter Steven","M","49.76611099","3.449807854","84.49198936",10,"Savannah GA","32.0167","-81.1167","1881"
"Carr Cecil","M","42.16465729","5.147397238","34.37025296",10,"Savannah GA","32.0167","-81.1167","1881"
"Carrigan Karin","F","48.88402737","1.086557577","92.33675004",10,"Savannah GA","32.0167","-81.1167","1881"
"Carroll Joseph","M","40.79212693","3.277406502","41.32058999",10,"Savannah GA","32.0167","-81.1167","1881"
"Carroll Kizzy","F","54.37509534","6.116273204","133.359358",10,"Savannah GA","32.0167","-81.1167","1881"
"Carroll Sarah","F","26.46458807","2.532823132","1.616423284",10,"Savannah GA","32.0167","-81.1167","1881"
"Carter Denise","F","46.85680309","3.721229098","55.76203339",10,"Savannah GA","32.0167","-81.1167","1881"
"Carter Glenn","M","62.3013183","3.592297318","110.0110408",10,"Savannah GA","32.0167","-81.1167","1881"
"Carver Larry","M","46.17784643","4.15296855","91.11349318",10,"Savannah GA","32.0167","-81.1167","1881"
"Casey Marty","M","40.51152603","6.417704511","16.09860174",10,"Savannah GA","32.0167","-81.1167","1881"
"Castaneda Michael","M","40.60460403","4.66114296","80.59304015",10,"Savannah GA","32.0167","-81.1167","1881"
"Cerda Myrtle","F","30.41174879","3.981556149","16.39813088",10,"Savannah GA","32.0167","-81.1167","1881"
"Chacon William","M","37.24006","2.759389","24.50390384",10,"Savannah GA","32.0167","-81.1167","1881"
"Chaffin Warren","M","29.40238561","4.271095655","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Chang Mildred","F","45.12463345","7.612455974","87.84162722",10,"Savannah GA","32.0167","-81.1167","1881"
"Chapman Marshall","M","34.85044853","4.32915054","11.94182559",10,"Savannah GA","32.0167","-81.1167","1881"
"Chavez Lana","F","29.29000332","3.48053131","22.40062831",10,"Savannah GA","32.0167","-81.1167","1881"
"Chestnut Julie","F","31.60046578","5.05366063","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Childress Frank","M","38.02441025","4.703013385","35.04353958",10,"Savannah GA","32.0167","-81.1167","1881"
"Chittenden Roger","M","45.62504149","5.970487941","59.77611358",10,"Savannah GA","32.0167","-81.1167","1881"
"Cho Shirley","F","29.76410783","4.24189606","1.65880336",10,"Savannah GA","32.0167","-81.1167","1881"
"Choi Paul","M","26.2906808","6.934936361","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Church Robert","M","43.68396493","3.432147917","55.58666479",10,"Savannah GA","32.0167","-81.1167","1881"
"Cimino Michelle","F","39.84295417","3.169987832","60.92776708",10,"Savannah GA","32.0167","-81.1167","1881"
"Clancy Alberto","M","36.77278415","5.372004712","48.77372889",10,"Savannah GA","32.0167","-81.1167","1881"
"Clark Ozella","F","41.58173","17.69241025","52.09835351",10,"Savannah GA","32.0167","-81.1167","1881"
"Clegg Billy","M","43.92949428","5.005220139","39.39299129",10,"Savannah GA","32.0167","-81.1167","1881"
"Clements Robert","M","61.55507427","4.837998416","122.2000694",10,"Savannah GA","32.0167","-81.1167","1881"
"Clifford Audrey","F","25.99194059","7.06406721","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Coffman Robert","M","67.26147696","6.741258439","172.2879891",10,"Savannah GA","32.0167","-81.1167","1881"
"Cohen Renate","F","53.5828183","5.78747682","140.4361464",10,"Savannah GA","32.0167","-81.1167","1881"
"Coleman Anita","F","40.10663796","4.026284561","26.76003908",10,"Savannah GA","32.0167","-81.1167","1881"
"Collier Steven","M","44.93259","11.374388","41.62491736",10,"Savannah GA","32.0167","-81.1167","1881"
"Collins Muriel","F","26.054058","6.193710516","12.17363483",10,"Savannah GA","32.0167","-81.1167","1881"
"Colon Jeffery","M","34.27939594","3.324178255","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Colston Susanne","F","37.79431672","2.488954517","35.65724765",10,"Savannah GA","32.0167","-81.1167","1881"
"Combs Henry","M","39.14205498","5.736895867","22.20121289",10,"Savannah GA","32.0167","-81.1167","1881"
"Compo Bruce","M","41.73181904","4.406526983","46.79749011",10,"Savannah GA","32.0167","-81.1167","1881"
"Conner Richard","M","31.36186219","7.257348161","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Connolly Benjamin","M","39.68483558","4.672997639","59.0165821",10,"Savannah GA","32.0167","-81.1167","1881"
"Connor Charles","M","58.02260321","4.30554956","92.76550846",10,"Savannah GA","32.0167","-81.1167","1881"
"Cooper Anthony","M","33.81624878","3.915535584","0",10,"Savannah GA","32.0167","-81.1167","1881"
"Copeland Kimberly","F","40.24942063","3.656608174","43.6188808",10,"Savannah GA","32.0167","-81.1167","1881"
